default,student,balance,income
No,No,1050.31637647,39585.6242243
No,No,48.9118568414,35155.172467
No,No,1721.64777992,48236.1263335
No,No,1607.35144043,48700.8480467
No,No,1180.44754171,43914.4198194
No,No,609.877134575,40875.9465364
No,Yes,1054.20020824,19440.9731796
No,Yes,793.820465702,19074.0317333
No,No,879.675617945,30021.3833465
No,No,1237.64742198,29151.2346616
No,Yes,1412.76435831,18234.4592166
No,Yes,1174.71648267,13025.7694482
No,No,363.344803782,44325.7888526
No,No,919.485776298,44928.1846394
No,Yes,1195.05966964,21648.6566808
No,Yes,794.137787844,15721.7996592
No,No,10.1888185108,33776.8254559
No,No,0.0,31083.2214565
No,Yes,498.505979219,16967.6197634
No,Yes,1227.16110689,18459.4186147
Yes,No,1902.61299104,53394.0762257
No,Yes,1059.2046369,11742.3798595
No,Yes,450.305390755,21177.6110783
No,No,418.539870435,55002.7334075
No,No,1070.48067666,32939.3667112
No,No,1306.77057329,56640.6340336
No,Yes,1315.3372979,8431.17500362
No,No,74.5334251958,19146.2456271
No,No,66.1523304887,38927.1245086
No,No,56.4207116527,54217.3382459
No,No,1056.59687511,25123.8596167
No,No,259.237577826,51355.3746231
No,Yes,1143.69257803,23500.9012839
No,Yes,0.0,15682.0685039
No,No,877.793933789,30239.7207156
No,No,919.077555018,45315.5574508
No,No,94.9324758741,27212.9512379
No,No,333.37418892,29413.1489918
No,No,197.910716505,30971.1972486
No,No,624.910088007,41047.5557873
No,No,138.252251808,54406.5022458
No,No,787.551771668,46185.5520007
No,No,1030.92756438,36271.334563
No,No,1049.74764262,30159.2098936
No,No,0.0,35738.9875659
No,Yes,1130.05678744,18467.1021942
No,No,795.541223506,51303.1401369
No,Yes,1503.59623847,18710.6144823
No,No,436.135012405,46071.660524
No,No,800.705593269,36314.4363314
Yes,Yes,1881.04995232,16580.4505636
No,Yes,1445.45802968,18632.6160618
No,No,1166.10023563,23994.4039069
No,No,163.747103724,38970.0289046
No,No,0.0,46353.8021213
No,No,1322.05293701,47814.1742032
No,No,1283.5232534,61525.6961774
No,No,1000.8984337,43059.0486011
No,No,249.860323038,47602.1164994
No,No,500.222178364,38991.0124811
No,No,568.094485122,36374.433923
No,Yes,1047.08515383,13714.2793843
No,Yes,186.66837431,15976.6378608
No,No,782.778332002,39224.4092739
No,No,388.54835047,18007.8329601
No,Yes,842.572226289,17279.5218206
No,No,556.11563128,44197.9084626
No,No,1234.57861793,48112.480536
No,No,412.894341852,42123.2172146
No,No,683.357393753,29269.33352
No,No,872.226171551,48101.6116885
No,No,415.765428516,24740.7535995
No,Yes,1518.01880895,16740.4430837
No,No,254.394455226,44612.1475667
No,No,1507.2491946,24057.5179446
No,No,900.567503075,40848.6917936
No,No,595.145133604,46011.9466317
No,Yes,163.939823069,21083.0045099
No,No,389.61325186,43472.6742994
No,Yes,1334.97118024,14834.8642936
No,Yes,1961.72865697,17864.0992535
No,No,1173.16149327,36439.6787266
No,No,1102.41824206,23218.0838041
No,No,1228.90791879,46411.8200587
Yes,No,1505.83147454,29525.7494012
No,Yes,1217.62391318,21160.4293008
No,Yes,843.159090993,12042.8942198
No,No,1004.53290351,59403.9300096
No,No,294.062944441,57500.1110545
No,No,484.723479484,24569.5672907
No,No,775.556138837,34586.2533376
No,Yes,1339.31276876,21031.8598307
No,No,801.855034413,39156.6274892
No,No,551.887100316,37573.1413924
No,Yes,522.381180599,23440.0642226
No,Yes,1237.45472271,20660.4693787
No,No,320.005916923,57563.4892343
No,No,960.670030603,30093.7275357
No,No,272.019517716,29773.6093194
No,No,927.16591822,33781.8151051
No,No,75.795259312,55189.6859931
No,No,1285.85138073,37635.9540816
No,No,1471.77507287,32478.0439109
No,Yes,808.014719129,14485.4684384
No,No,747.353555713,42900.0249482
No,No,327.795731659,23865.3280983
No,Yes,851.34179194,18786.5803422
No,No,110.854365105,27370.3043657
No,No,541.755569349,57322.1050226
No,No,0.0,36269.2925392
No,No,1201.36026411,51740.8900511
No,No,57.2198379035,18982.5557146
No,Yes,785.093484582,32945.8280665
No,Yes,383.639664344,17445.1824422
No,No,1107.3041567,52765.0586637
No,No,396.985985442,55454.6310404
No,No,0.0,44807.3782737
No,No,924.241534804,45207.3876257
No,No,602.493724895,33202.5343828
No,Yes,828.739825031,17962.3110875
No,Yes,1.61117557184,20837.3354638
No,Yes,894.005789145,18002.3251896
No,No,1234.47647873,31313.3745755
No,No,406.013980421,42642.2373731
No,Yes,1051.99844854,12376.095982
No,Yes,1085.83807965,18890.2280818
No,No,1656.17327164,41133.1268472
No,Yes,242.652608865,20426.7939711
No,Yes,602.306495491,12927.7128024
No,No,187.597302611,59660.9970356
No,No,331.297081897,34497.7426836
No,No,911.387795136,57131.3203684
No,No,391.408200514,39761.5618427
No,No,1450.3491837,33957.1819606
No,No,819.916988526,28960.112805
No,Yes,1590.17641257,18666.4122119
No,Yes,1256.61487001,22493.5012611
Yes,Yes,1889.33211033,22652.1096342
No,No,743.685374932,10774.9719084
No,No,343.194499373,29555.9054678
No,No,534.973154698,44079.3328679
No,No,1207.69790606,34857.5403138
No,No,564.813897227,39829.4168315
No,Yes,495.365263297,22938.1368651
No,No,902.513823068,38647.5218925
No,Yes,1741.27335406,18544.0516544
No,No,1166.6426249,52700.1096933
No,Yes,631.159770001,23245.0707596
No,Yes,1076.97796559,14668.3807126
Yes,No,1243.5540252,37634.3463986
No,No,2113.01902302,34747.7557771
No,No,1296.06099707,43313.2829877
No,No,1088.67407721,47147.7259453
No,No,824.731704075,42313.5157495
No,No,684.294841367,37011.1832765
No,No,37.3648864981,26221.5179004
No,Yes,878.149005483,18414.5700678
No,No,904.241522236,40683.4603457
No,Yes,942.042214953,22181.3945458
No,Yes,957.492536316,16323.3647608
No,No,285.29087579,17606.6359251
No,Yes,1468.38274776,19846.0647531
No,No,322.713019503,27668.5760952
No,No,414.134063134,40877.2264537
No,No,1105.00281194,36812.7060929
No,No,0.445756768544,31934.8379751
No,No,619.701399647,13902.1790021
No,No,293.869320216,56676.8017536
No,Yes,637.382728273,19704.9194208
No,No,1109.52861723,69325.0798212
No,No,1223.11294354,52903.4613675
No,Yes,1183.69295024,13081.6610633
No,No,569.790872579,54335.2240998
No,No,625.531922916,46026.4879077
No,No,833.655299315,16908.778099
No,No,866.045922598,44827.2658786
No,Yes,945.479849223,17279.2868117
No,No,1554.84554524,43901.805319
No,No,575.768345326,51927.746798
No,No,1141.60368724,38722.9611911
No,No,1146.64022021,45376.5564836
No,No,0.0,34305.9186818
No,No,434.714771292,35454.7554165
No,No,1026.13443029,39135.6369619
No,Yes,1302.79720626,29252.3614341
No,No,690.705870613,59561.9052001
No,No,574.451632934,40727.6429261
No,No,0.0,43346.6222644
No,Yes,251.306023742,13058.6066582
No,Yes,1252.11395421,16490.7069326
No,No,207.895206864,52249.3123411
Yes,No,1753.08438928,48965.3469661
No,Yes,1279.93522685,21107.5202437
No,No,862.876513688,36461.9011296
No,No,1143.54140485,33394.9791032
No,No,1253.18164046,71238.5505982
No,No,624.083972234,25557.639671
No,Yes,1027.86106974,14322.0883601
Yes,No,1964.0146841,50553.5345217
No,No,752.426109073,32539.6450102
No,No,953.929817672,32640.1440478
No,No,773.204212695,66749.4334389
No,No,432.791088457,52238.0874366
No,No,797.734016171,31616.8002357
No,No,240.841552779,56089.1542511
No,No,662.315857398,31815.3465553
No,Yes,1056.36554989,15432.3959888
No,No,741.087596097,43015.5391532
No,No,0.0,42284.6821747
No,No,981.954489806,41123.2124696
No,No,1569.83566643,42781.3833042
No,No,136.505521338,45596.1078295
No,Yes,731.951715263,18117.4279106
No,No,717.810767816,32040.9312602
No,Yes,1005.17622288,18262.1761432
No,No,561.928360946,31192.912724
Yes,No,2033.19178971,44998.2874373
No,No,638.817455652,46704.7380027
No,Yes,1104.94968692,11528.9996638
No,No,0.0,29514.0336126
No,No,633.766672475,34290.6049187
No,Yes,1526.02513351,20894.0766566
No,No,522.766271539,43026.3291278
No,No,853.103127554,47381.7242322
No,No,1225.22515222,39338.862118
No,Yes,1559.62786904,22047.7816149
No,No,260.339935695,34932.4937627
No,No,1320.94324513,50505.3668956
No,No,1443.64838985,45089.3895444
No,No,791.638233418,30303.6067766
No,No,922.666469149,33445.4896891
No,No,80.7528636418,35887.5463608
No,No,193.358538633,34728.0214274
No,No,939.098501835,45519.0189767
No,No,1336.80301473,30787.1557166
Yes,No,1488.77956191,49803.2930787
No,Yes,375.196746932,13709.205328
No,Yes,773.381163197,18978.1884504
No,No,581.423169476,44600.6627973
No,No,461.050249376,43147.7720273
Yes,Yes,1424.55932329,25398.1974394
No,Yes,1139.3962136,17139.8480911
No,No,1032.20326972,41673.7341539
No,No,96.6418386935,44556.2194186
No,No,338.779408194,42678.7131912
No,Yes,1331.42546162,13793.1851777
No,No,0.0,34479.6234874
No,No,616.253970001,42436.6864423
No,No,599.800862543,30146.6357423
No,Yes,1466.56289,20904.4478768
No,No,593.303890859,49925.3239171
No,No,786.981260037,49432.9527599
No,No,926.98532667,48753.3128742
No,No,1175.42043327,37462.6433295
No,Yes,1697.74966709,23295.8432769
No,No,575.514383348,54203.1902133
No,No,1386.30244368,54404.481693
No,Yes,1222.24509239,23152.7230957
No,No,1556.19419401,26905.5807481
No,No,1103.9218798,52821.5348513
Yes,No,1496.07211037,40214.6208266
No,Yes,975.642874013,25920.3219107
No,Yes,781.174257051,23403.0637702
No,Yes,940.435466297,18939.8427922
No,No,375.329620038,32531.2157555
No,No,627.876133291,51770.4583502
No,No,1304.3832088,49371.9569059
No,No,1496.23236999,37534.3292363
No,Yes,1005.59382873,15851.4826456
No,No,828.857754278,46060.8529335
No,Yes,1144.35851963,18903.3784425
No,No,1386.1919485,42537.9907928
No,Yes,1321.80520597,11453.61153
No,No,1121.15125107,35765.7064949
No,No,547.863342239,45966.3510608
No,No,813.997341222,42461.5614213
No,No,75.1839852575,52166.0059678
No,No,598.219297785,28621.1254235
No,Yes,63.0363232719,12308.018321
No,No,0.0,48642.2545051
No,No,1553.70330851,35929.1635489
No,No,813.716093928,46419.9970824
No,No,1386.17675311,42875.0060232
No,No,933.767315399,43693.5211629
No,Yes,1240.09560019,20134.6472924
No,No,0.0,33781.6563087
No,No,613.581862404,30833.8020565
No,No,253.516795606,53125.4834538
No,Yes,947.885845437,17094.4788899
No,Yes,112.811909497,16100.5708324
No,Yes,827.041305351,18892.8212923
No,No,484.679498993,43900.0915628
No,Yes,271.249704929,25157.7314155
No,No,1018.2489063,52509.7424394
No,No,0.0,43730.7666522
No,Yes,0.0,16421.48992
No,No,1101.80371493,36555.4627039
No,Yes,1471.89782186,18913.038215
No,No,1057.71318049,40707.6187726
No,No,352.550537246,17626.1671331
No,No,1029.81930811,50635.8908134
No,No,1308.66309414,35964.7919281
No,Yes,1581.79048948,10537.5298372
No,No,918.118901852,53710.2153024
No,No,637.80029106,40323.559065
No,No,369.041787994,38468.2446481
No,Yes,985.092698575,18499.9615428
No,No,306.956926627,32428.8129069
No,No,1205.91323878,43715.4137558
No,No,1079.50296285,40504.9154531
No,No,555.288488629,40046.4219821
No,No,905.011694432,39293.9825128
No,Yes,1348.95607421,20870.2679822
No,Yes,1461.83324856,19252.2372906
No,No,443.446992281,29811.3634534
Yes,No,2024.10501795,51508.8688751
No,No,1516.55115237,39368.1418727
No,Yes,520.557646493,18256.2883916
No,No,850.548098661,44501.9150376
No,No,926.489673304,49919.9672942
No,Yes,1275.82422479,9611.96315721
No,No,249.598383222,20684.2374148
No,Yes,1564.47141054,19372.8215962
No,No,443.175564514,37639.9824346
No,No,323.546908292,33991.9911078
No,Yes,512.320202471,24949.6216077
No,Yes,524.760633587,14154.9134749
No,No,741.420460868,38660.9996467
No,Yes,1994.04918808,14305.1114658
No,No,1175.71519291,24000.8949377
No,No,284.048775673,41243.8547877
No,No,565.505384485,39109.3096711
No,No,47.7456654428,31150.3746922
No,No,776.95486581,45083.3202025
No,No,353.73909713,65526.8097377
No,No,76.1322492186,53594.4200079
No,No,839.603597583,45994.6447325
No,Yes,754.484022623,22425.5354753
No,Yes,833.120773571,23630.2736656
No,No,277.294917913,27548.9502983
No,No,1594.69718916,37091.8738266
No,No,0.0,40393.4754267
No,Yes,1281.61709122,14236.091994
No,No,1469.70378609,40174.9503542
No,No,0.0,38165.6883141
No,No,891.403240954,46611.7316363
No,No,493.764909914,51518.0552453
No,Yes,884.614011556,24306.6503533
No,No,0.0,32582.7455648
No,No,1028.52038634,47944.6009632
No,Yes,425.831740347,13275.9144055
No,No,1132.35806232,52489.7642195
No,No,965.273803868,46218.4605577
Yes,No,2499.0167496,51504.2939604
No,Yes,1435.18126393,11346.8418673
No,Yes,1391.19635952,8637.96330727
No,Yes,1804.41336883,17665.5490484
No,Yes,321.795067192,19229.2258698
No,No,1506.66982858,41931.7044839
Yes,Yes,1402.26751579,12104.3156125
Yes,No,1379.43071717,38881.9693488
No,No,1232.9787291,57182.3321169
No,No,134.858020793,35755.8666236
No,Yes,422.914017382,18787.3370278
No,No,1373.5642133,21785.2527546
No,No,661.425887552,55591.5570251
No,No,1427.71842109,27425.6749546
No,No,938.637862082,39459.7670352
No,No,608.428994067,56483.0568968
No,No,1477.53239379,46965.1382601
No,Yes,1470.58874099,17876.2926927
No,Yes,1488.59885868,20739.6267863
No,No,0.0,49608.0061693
No,Yes,328.038334168,19566.2672369
No,Yes,1333.80612783,21087.3235242
No,No,764.534716932,40593.2854222
No,No,110.326678985,52106.2049031
Yes,Yes,2502.68493125,14947.5197524
No,No,604.315515355,36592.7568387
No,Yes,1595.28815784,22645.0400573
No,No,0.0,50076.2635738
No,No,440.637650068,50902.1361446
No,Yes,876.918624593,13372.5129191
No,No,1366.89031408,35566.9563711
No,No,1129.9759367,32795.0463387
No,No,1077.02082435,56862.066938
No,No,1411.07424053,26040.0045903
No,No,0.0,45788.4921149
No,No,861.652948043,27355.8050223
No,No,1185.66111517,56483.5372041
No,No,901.553918419,57100.4176731
No,Yes,773.730215692,14841.9896203
No,No,1387.97338495,30716.6430612
No,No,1207.69472622,37355.9443441
No,Yes,455.71643775,12587.4014519
No,Yes,550.895048791,19110.0744657
No,Yes,1484.80542343,22965.1766793
No,Yes,441.626126784,15261.7080321
No,No,810.412075206,28056.783914
No,No,1137.03989873,49810.8999929
No,Yes,1402.4077159,13870.9696839
No,No,1541.81280612,29374.9288818
No,No,898.980725863,63041.2247822
No,Yes,700.331159311,18702.9559953
No,Yes,895.45806354,23795.5514989
No,No,770.132191937,48489.3786594
No,No,841.951730996,53779.0182508
No,No,44.3136199317,30449.2501938
No,No,377.300360294,42257.4931884
No,No,264.801150517,49216.2481526
No,No,522.021639127,37341.8987786
No,No,1681.91600494,41866.5580569
No,No,1069.53936755,55421.5527948
No,No,375.700949263,37925.9746211
No,Yes,670.991525973,19835.9690488
No,No,318.91256825,49305.5531657
No,Yes,955.120217586,25314.8530876
No,No,1123.79343887,24901.9963403
No,No,993.580878716,34836.2527191
No,No,278.805260305,54559.1166645
No,No,1553.28960394,44150.1620882
No,No,0.0,34522.8855583
No,No,483.591301149,36497.4684638
No,Yes,311.530549144,18534.4307209
No,No,536.253861566,32994.1513633
No,No,127.707918266,27483.895003
Yes,Yes,1507.33394777,23898.8782348
No,No,1351.03593016,40946.6055213
No,No,723.198986575,42751.7652446
No,Yes,1041.20279874,22618.4241475
No,No,1102.11010931,34246.6949101
No,Yes,420.370264311,16419.7129717
Yes,No,1278.40730029,36675.6068828
No,No,542.469658032,52741.810671
No,No,401.829042223,47175.6145226
No,No,506.505871615,51114.3197217
No,No,1160.4996041,23498.3002028
No,No,1277.79591276,56605.5988561
No,Yes,1200.62447094,18973.9076818
No,Yes,1418.58607157,11556.6953127
No,Yes,480.339703591,14592.840403
No,No,370.530018801,31139.7218359
No,No,737.68524054,51138.2654556
No,No,501.921445988,41366.6778935
No,No,1682.20122361,30441.5548462
No,Yes,813.452791612,21073.9888335
No,No,683.826251436,46937.6228707
No,Yes,1036.60044402,15197.2485141
No,Yes,471.143388673,24945.0377452
No,No,336.419640443,39707.0423261
No,Yes,443.723043916,13136.8304234
No,No,967.138888418,35269.1229673
No,No,549.275969562,15706.2150943
No,No,1601.16005606,17974.7411793
No,No,902.137819759,59695.2904642
No,No,0.0,37553.551053
No,No,1433.1835479,41744.3150768
No,Yes,502.797735462,13376.0533426
No,No,433.452818739,35858.9302041
No,No,406.426718303,36750.4989762
No,No,935.481004969,56610.8155696
No,Yes,1545.83064077,12160.8422799
No,No,93.9405627937,19811.3305428
No,Yes,192.411154712,24050.3717214
No,No,716.920227461,24015.5191246
No,Yes,1157.13953795,21222.4155415
No,No,72.1697402833,39560.634978
No,Yes,1417.26825793,20464.0257372
No,No,1195.48395634,38452.6413386
No,No,559.118650257,55007.2651
No,No,0.0,37499.6892717
No,No,359.225740891,25243.0984801
Yes,Yes,2123.36921698,23836.4642624
No,No,1316.54238433,20353.498832
No,No,1172.30088991,34513.6108491
No,No,1453.08363721,36828.3271923
No,Yes,323.957086737,12327.2439904
No,No,1152.55066351,27346.0306094
No,No,1333.99816557,57662.121926
No,No,709.658699115,37992.2129472
No,No,731.309122161,33126.8497708
No,Yes,279.315574363,19742.0370612
No,No,0.0,17059.3683209
No,Yes,630.704463001,16501.8090037
No,No,543.037129679,31268.0951622
No,No,618.881501992,27906.5896182
No,Yes,1053.1617351,25222.9788434
No,Yes,0.0,19622.5771706
No,Yes,1762.35218285,17032.3423517
No,No,0.0,43943.2449143
No,No,469.151974453,30366.7195981
No,No,699.762558774,32881.3045147
No,No,446.142725206,42611.5835477
No,No,571.179947622,39682.8028691
No,No,952.334821346,44864.1548648
No,No,584.667022756,55682.4667032
No,No,174.367865869,47750.1206075
No,Yes,671.801700876,15299.2598851
No,No,1339.55551032,53585.7613314
No,No,0.0,49232.7065464
No,Yes,1579.07097721,21101.2046127
No,No,917.32354086,40193.8380967
No,No,251.428221532,25962.0591913
No,No,998.362061052,38385.2913078
No,No,828.232510551,42246.217355
No,Yes,1500.2830892,16943.0290245
No,No,1142.63797607,26731.0903622
No,Yes,1415.19882256,16737.5187114
No,No,198.730917929,33512.9303723
No,No,341.769250193,41662.7426108
No,Yes,146.735363398,12716.2128314
No,No,1576.3069157,30547.7999714
No,No,1830.47154713,24053.4769207
No,No,368.800728627,34526.0353689
No,Yes,1026.57628435,23636.5527691
No,No,0.0,36225.5072521
No,No,241.336031073,40122.4016172
No,No,1272.0538913,44895.5933005
No,No,361.200702749,49395.0267415
No,No,1464.00991554,32023.5955155
No,Yes,815.077408427,18445.6596956
No,Yes,1026.12824734,16430.6411249
No,No,630.725559474,30466.3785151
No,No,1624.12643172,16054.3042107
No,No,744.732636866,44965.0464149
No,No,1439.29677869,36170.5983675
No,Yes,1491.05099829,13033.1227421
No,Yes,0.0,13334.2401304
No,No,1162.69979639,27206.6618497
No,No,1463.59316111,34064.8787172
No,Yes,1309.69754331,15536.2387641
No,No,920.647422273,37936.0891353
No,Yes,6.31886443929,18912.6140609
No,No,128.991161897,56946.436405
No,Yes,1323.28906291,21149.3136871
No,No,383.215769348,15233.3163469
No,No,267.380973009,32265.1189107
No,No,429.074698048,48109.8082506
No,No,711.003890959,51035.7457702
No,Yes,309.52414786,12135.0381343
No,Yes,1317.92625796,14070.1670641
No,No,427.332842684,55503.073632
No,No,872.85696575,31471.5453895
No,No,1105.55617273,38886.0358065
No,No,678.018921588,59416.7788648
No,Yes,1164.63072987,17929.6529846
No,No,214.901626089,33904.577717
No,No,721.586707766,50952.4848214
No,Yes,224.338769023,18282.2165954
No,Yes,1199.23777449,13809.350494
No,No,580.054584424,37278.2793129
No,No,821.493601873,34739.3948123
No,No,602.862931618,37849.1342402
No,Yes,377.767603674,14021.5888992
